,0
18876,bored
18877,bored
18878,neutral
18879,bored
18880,bored
18881,excited
18882,question
18883,neutral
18884,question
18885,excited
18886,bored
18887,question
18888,bored
18889,question
18890,neutral
18891,excited
18892,neutral
18893,excited
18894,excited
18895,excited
18896,bored
18897,neutral
18898,neutral
18899,neutral
18900,neutral
18901,neutral
18902,bored
18903,bored
18904,excited
18905,question
18906,bored
18907,question
18908,bored
18909,neutral
18910,excited
18911,excited
18912,excited
18913,excited
18914,question
18915,neutral
18916,neutral
18917,excited
18918,neutral
18919,excited
18920,bored
18921,question
18922,excited
18923,excited
18924,question
18925,question
18926,bored
18927,neutral
18928,excited
18929,neutral
18930,neutral
18931,question
18932,bored
18933,question
18934,question
18935,neutral
18936,excited
18937,question
18938,excited
18939,bored
18940,neutral
18941,neutral
18942,excited
18943,neutral
18944,question
18945,bored
18946,bored
18947,question
18948,excited
18949,neutral
18950,neutral
18951,question
18952,neutral
18953,question
18954,excited
18955,question
18956,neutral
18957,bored
18958,question
18959,neutral
18960,question
18961,bored
18962,question
18963,question
18964,question
18965,question
18966,neutral
18967,excited
18968,bored
18969,excited
18970,neutral
18971,question
18972,neutral
18973,neutral
18974,neutral
18975,bored
18976,excited
18977,excited
18978,question
18979,question
18980,neutral
18981,neutral
18982,neutral
18983,excited
18984,bored
18985,neutral
18986,bored
18987,neutral
18988,question
18989,bored
18990,neutral
18991,question
18992,question
18993,question
18994,question
18995,question
18996,excited
18997,question
18998,excited
18999,excited
19000,neutral
19001,bored
19002,excited
19003,question
19004,neutral
19005,excited
19006,question
19007,bored
19008,neutral
19009,question
19010,question
19011,excited
19012,neutral
19013,question
19014,excited
19015,bored
19016,question
19017,neutral
19018,question
19019,bored
19020,neutral
19021,question
19022,neutral
19023,excited
19024,excited
19025,excited
19026,neutral
19027,question
19028,question
19029,neutral
19030,excited
19031,neutral
19032,bored
19033,question
19034,bored
19035,question
19036,bored
19037,excited
19038,question
19039,bored
19040,question
19041,bored
19042,question
19043,excited
19044,excited
19045,excited
19046,bored
19047,excited
19048,excited
19049,question
19050,excited
19051,question
19052,neutral
19053,question
19054,excited
19055,neutral
19056,neutral
19057,question
19058,question
19059,neutral
19060,excited
19061,neutral
19062,excited
19063,neutral
19064,question
19065,neutral
19066,question
19067,bored
19068,bored
19069,excited
19070,question
19071,neutral
19072,neutral
19073,excited
19074,bored
19075,neutral
19076,neutral
19077,bored
19078,bored
19079,excited
19080,excited
19081,neutral
19082,excited
19083,bored
19084,excited
19085,question
19086,excited
19087,bored
19088,question
19089,neutral
19090,bored
19091,excited
19092,bored
19093,question
19094,excited
19095,bored
19096,question
19097,bored
19098,question
19099,question
19100,question
19101,excited
19102,question
19103,excited
19104,bored
19105,question
19106,neutral
19107,neutral
19108,neutral
19109,excited
19110,bored
19111,question
19112,neutral
19113,bored
19114,question
19115,neutral
19116,excited
19117,neutral
19118,bored
19119,question
19120,bored
19121,excited
19122,excited
19123,neutral
19124,bored
19125,excited
19126,bored
19127,excited
19128,neutral
19129,excited
19130,bored
19131,bored
19132,excited
19133,excited
19134,question
19135,neutral
19136,excited
19137,bored
19138,neutral
19139,bored
19140,question
19141,excited
19142,question
19143,excited
19144,bored
19145,question
19146,question
19147,neutral
19148,bored
19149,excited
19150,bored
19151,question
19152,question
19153,bored
19154,neutral
19155,bored
19156,question
19157,neutral
19158,excited
19159,question
19160,question
19161,neutral
19162,excited
19163,question
19164,excited
19165,excited
19166,question
19167,question
19168,excited
19169,bored
19170,excited
19171,bored
19172,question
19173,excited
19174,bored
19175,question
19176,excited
19177,excited
19178,neutral
19179,excited
19180,question
19181,question
19182,excited
19183,question
19184,question
19185,bored
19186,excited
19187,question
19188,excited
19189,neutral
19190,question
19191,excited
19192,question
19193,excited
19194,neutral
19195,excited
19196,bored
19197,excited
19198,neutral
19199,excited
19200,bored
19201,bored
19202,neutral
19203,excited
19204,neutral
19205,question
19206,neutral
19207,excited
19208,question
19209,neutral
19210,bored
19211,excited
19212,excited
19213,question
19214,neutral
19215,bored
19216,question
19217,bored
19218,bored
19219,question
19220,question
19221,neutral
19222,neutral
19223,excited
19224,neutral
19225,neutral
19226,excited
19227,question
19228,bored
19229,excited
19230,question
19231,excited
19232,neutral
19233,excited
19234,excited
19235,bored
19236,bored
19237,excited
19238,neutral
19239,question
19240,question
19241,excited
19242,neutral
19243,question
19244,excited
19245,neutral
19246,neutral
19247,bored
19248,bored
19249,bored
19250,excited
19251,excited
19252,neutral
19253,excited
19254,excited
19255,excited
19256,bored
19257,neutral
19258,question
19259,neutral
19260,bored
19261,neutral
19262,bored
19263,neutral
19264,question
19265,bored
19266,question
19267,bored
19268,excited
19269,excited
19270,neutral
19271,excited
19272,neutral
19273,bored
19274,neutral
19275,question
19276,excited
19277,question
19278,excited
19279,excited
19280,bored
19281,question
19282,bored
19283,question
19284,question
19285,bored
19286,neutral
19287,bored
19288,neutral
19289,question
19290,bored
19291,bored
19292,excited
19293,question
19294,question
19295,excited
19296,bored
19297,excited
19298,bored
19299,bored
19300,question
19301,bored
19302,neutral
19303,excited
19304,question
19305,excited
19306,neutral
19307,bored
19308,neutral
19309,excited
19310,question
19311,neutral
19312,neutral
19313,bored
19314,bored
19315,excited
19316,bored
19317,bored
19318,bored
19319,bored
19320,bored
19321,neutral
19322,neutral
19323,question
19324,question
19325,question
19326,excited
19327,neutral
19328,question
19329,excited
19330,bored
19331,neutral
19332,bored
19333,question
19334,bored
19335,question
19336,neutral
19337,neutral
19338,question
19339,bored
19340,neutral
19341,excited
19342,question
19343,question
19344,question
19345,bored
19346,excited
19347,excited
19348,neutral
19349,neutral
19350,question
19351,bored
19352,excited
19353,excited
19354,excited
19355,bored
19356,bored
19357,neutral
19358,neutral
19359,excited
19360,bored
19361,bored
19362,bored
19363,neutral
19364,neutral
19365,excited
19366,bored
19367,excited
19368,bored
19369,neutral
19370,question
19371,excited
19372,question
19373,question
19374,bored
19375,question
19376,question
19377,bored
19378,question
19379,question
19380,bored
19381,neutral
19382,question
19383,neutral
19384,excited
19385,question
19386,excited
19387,neutral
19388,neutral
19389,bored
19390,excited
19391,question
19392,bored
19393,bored
19394,bored
19395,question
19396,bored
19397,excited
19398,neutral
19399,excited
19400,excited
19401,question
19402,bored
19403,question
19404,neutral
19405,bored
19406,excited
19407,question
19408,neutral
19409,bored
19410,excited
19411,bored
19412,excited
19413,excited
19414,neutral
19415,question
19416,question
19417,question
19418,excited
19419,bored
19420,excited
19421,neutral
19422,excited
19423,question
19424,question
19425,excited
19426,neutral
19427,excited
19428,neutral
19429,neutral
19430,excited
19431,excited
19432,bored
19433,question
19434,neutral
19435,excited
19436,bored
19437,bored
19438,neutral
19439,question
19440,question
19441,excited
19442,question
19443,excited
19444,question
19445,bored
19446,excited
19447,question
19448,bored
19449,question
19450,question
19451,neutral
19452,excited
19453,excited
19454,question
19455,excited
19456,question
19457,bored
19458,question
19459,neutral
19460,question
19461,excited
19462,excited
19463,bored
19464,excited
19465,question
19466,excited
19467,bored
19468,bored
19469,excited
19470,question
19471,question
19472,neutral
19473,question
19474,question
19475,excited
19476,neutral
19477,neutral
19478,question
19479,excited
19480,bored
19481,neutral
19482,excited
19483,excited
19484,excited
19485,excited
19486,excited
19487,question
19488,bored
19489,neutral
19490,bored
19491,neutral
19492,question
19493,excited
19494,excited
19495,question
19496,neutral
19497,neutral
19498,neutral
19499,bored
19500,excited
19501,bored
19502,bored
19503,excited
19504,excited
19505,question
19506,excited
19507,excited
19508,excited
19509,bored
19510,excited
19511,excited
19512,excited
19513,excited
19514,bored
19515,neutral
19516,neutral
19517,excited
19518,bored
19519,bored
19520,neutral
19521,neutral
19522,bored
19523,bored
19524,bored
19525,question
19526,question
19527,excited
19528,question
19529,question
19530,bored
19531,question
19532,neutral
19533,excited
19534,excited
19535,excited
19536,bored
19537,bored
19538,neutral
19539,question
19540,question
19541,excited
19542,question
19543,excited
19544,bored
19545,excited
19546,bored
19547,neutral
19548,neutral
19549,bored
19550,excited
19551,neutral
19552,neutral
19553,neutral
19554,question
19555,neutral
19556,neutral
19557,bored
19558,excited
19559,excited
19560,excited
19561,question
19562,bored
19563,question
19564,bored
19565,bored
19566,question
19567,bored
19568,question
19569,question
19570,bored
19571,bored
19572,bored
19573,question
19574,neutral
19575,neutral
19576,excited
19577,neutral
19578,bored
19579,neutral
19580,bored
19581,neutral
19582,bored
19583,question
19584,question
19585,bored
19586,question
19587,excited
19588,neutral
19589,bored
19590,neutral
19591,question
19592,excited
19593,neutral
19594,question
19595,bored
19596,question
19597,question
19598,neutral
19599,excited
19600,excited
19601,bored
19602,question
19603,neutral
19604,excited
19605,neutral
19606,neutral
19607,bored
19608,neutral
19609,bored
19610,bored
19611,question
19612,excited
19613,excited
19614,excited
19615,question
19616,excited
19617,bored
19618,question
19619,question
19620,bored
19621,neutral
19622,neutral
19623,neutral
19624,question
19625,question
19626,neutral
19627,question
19628,bored
19629,question
19630,question
19631,neutral
19632,neutral
19633,excited
19634,question
19635,bored
19636,question
19637,excited
19638,question
19639,bored
19640,question
19641,excited
19642,neutral
19643,bored
19644,question
19645,question
19646,neutral
19647,question
19648,excited
19649,bored
19650,excited
19651,neutral
19652,question
19653,bored
19654,neutral
19655,excited
19656,bored
19657,question
19658,neutral
19659,bored
19660,question
19661,neutral
19662,excited
19663,question
19664,bored
19665,bored
19666,excited
19667,neutral
19668,question
19669,bored
19670,neutral
19671,neutral
19672,bored
19673,neutral
19674,excited
19675,neutral
19676,neutral
19677,bored
19678,neutral
19679,question
19680,neutral
19681,bored
19682,question
19683,excited
19684,excited
19685,question
19686,excited
19687,bored
19688,question
19689,question
19690,excited
19691,question
19692,bored
19693,neutral
19694,excited
19695,neutral
19696,excited
19697,bored
19698,bored
19699,excited
19700,neutral
19701,excited
19702,question
19703,excited
19704,excited
19705,question
19706,bored
19707,bored
19708,excited
19709,neutral
19710,neutral
19711,question
19712,excited
19713,bored
19714,neutral
19715,question
19716,bored
19717,bored
19718,excited
19719,bored
19720,neutral
19721,bored
19722,question
19723,excited
19724,bored
19725,excited
19726,bored
19727,excited
19728,bored
19729,question
19730,question
19731,question
19732,neutral
19733,neutral
19734,bored
19735,neutral
19736,excited
19737,question
19738,bored
19739,excited
19740,excited
19741,excited
19742,neutral
19743,bored
19744,bored
19745,bored
19746,neutral
19747,bored
19748,question
19749,neutral
19750,question
19751,question
19752,bored
19753,question
19754,question
19755,question
19756,neutral
19757,neutral
19758,neutral
19759,bored
19760,bored
19761,bored
19762,bored
19763,bored
19764,neutral
19765,bored
19766,excited
19767,question
19768,excited
19769,bored
19770,excited
19771,question
19772,neutral
19773,bored
19774,question
19775,neutral
19776,excited
19777,question
19778,excited
19779,question
19780,neutral
19781,neutral
19782,question
19783,neutral
19784,neutral
19785,excited
19786,question
19787,bored
19788,excited
19789,question
19790,bored
19791,bored
19792,question
19793,neutral
19794,excited
19795,bored
19796,question
19797,question
19798,bored
19799,neutral
19800,excited
19801,excited
19802,neutral
19803,excited
19804,bored
19805,bored
19806,question
19807,bored
19808,question
19809,neutral
